ID,Item_Name,Category,Location,Exported_To,sta_la,sta_lon,end_la,end_lon
7717,Headphone,Electronics,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
2539,Air Conditioner,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
4026,TV,Electronics,London,China,52.727977,-1.882169,35.86166,104.195397
5515,Smartphone,Mobile,New York,Brazil,40.712775,-74.005973,-14.235004,-51.92528
1343,Laptop,Computers,Shanghai,India,31.230416,121.473701,20.593684,78.96288
3346,Headphone,Electronics,London,China,52.727977,-1.882169,35.86166,104.195397
6134,Laptop,Computers,London,Germany,52.727977,-1.882169,51.165691,10.451526
4118,Air Conditioner,Appliance,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
8094,Headphone,Electronics,Berlin,India,52.520007,13.404954,20.593684,78.96288
5572,Washing Machine,Appliance,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
9470,Headphone,Electronics,New York,Germany,40.712775,-74.005973,51.165691,10.451526
5176,Washing Machine,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
9923,Smartphone,Mobile,London,USA,52.727977,-1.882169,38.794595,-106.534838
3426,Air Conditioner,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
2750,Washing Machine,Appliance,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
4484,Refrigerator,Appliance,New York,Germany,40.712775,-74.005973,51.165691,10.451526
520,Laptop,Computers,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
291,Smartphone,Mobile,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
3138,TV,Electronics,New York,India,40.712775,-74.005973,20.593684,78.96288
2709,Washing Machine,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
4012,Microwave,Appliance,Dhaka,India,23.804093,90.415238,20.593684,78.96288
7344,Laptop,Computers,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
1795,Headphone,Electronics,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
2883,Microwave,Appliance,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
502,Washing Machine,Appliance,New York,Brazil,40.712775,-74.005973,-14.235004,-51.92528
9589,Headphone,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
3354,Headphone,Electronics,Dhaka,China,23.804093,90.415238,35.86166,104.195397
8175,Refrigerator,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
2766,Microwave,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
6762,Laptop,Computers,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
8171,Smartphone,Mobile,Dhaka,China,23.804093,90.415238,35.86166,104.195397
3630,Microwave,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
6723,Smartphone,Mobile,New York,USA,40.712775,-74.005973,38.794595,-106.534838
4658,Smartphone,Mobile,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
4100,Washing Machine,Appliance,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
3792,Washing Machine,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
1892,Washing Machine,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
1869,TV,Electronics,Berlin,China,52.520007,13.404954,35.86166,104.195397
4270,TV,Electronics,London,Germany,52.727977,-1.882169,51.165691,10.451526
6864,Washing Machine,Appliance,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
1556,Washing Machine,Appliance,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
4797,Microwave,Appliance,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
7036,Headphone,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
4577,Headphone,Electronics,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
2289,Washing Machine,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
5018,Headphone,Electronics,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
2675,Headphone,Electronics,Mumbai,India,19.075984,72.877656,20.593684,78.96288
9422,Laptop,Computers,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
3262,Headphone,Electronics,London,Germany,52.727977,-1.882169,51.165691,10.451526
8557,Washing Machine,Appliance,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
5654,TV,Electronics,New York,India,40.712775,-74.005973,20.593684,78.96288
5034,Refrigerator,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
8428,Laptop,Computers,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
4812,Air Conditioner,Appliance,New York,India,40.712775,-74.005973,20.593684,78.96288
9881,Smartphone,Mobile,Dhaka,India,23.804093,90.415238,20.593684,78.96288
4871,Washing Machine,Appliance,London,China,52.727977,-1.882169,35.86166,104.195397
2384,TV,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
174,Smartphone,Mobile,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
6612,Smartphone,Mobile,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
10,Laptop,Computers,Berlin,China,52.520007,13.404954,35.86166,104.195397
2488,Smartphone,Mobile,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
6921,TV,Electronics,Shanghai,China,31.230416,121.473701,35.86166,104.195397
27,Laptop,Computers,New York,Germany,40.712775,-74.005973,51.165691,10.451526
4537,Washing Machine,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
7660,Laptop,Computers,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
9768,Washing Machine,Appliance,New York,India,40.712775,-74.005973,20.593684,78.96288
3070,Washing Machine,Appliance,Berlin,India,52.520007,13.404954,20.593684,78.96288
7749,TV,Electronics,Dhaka,China,23.804093,90.415238,35.86166,104.195397
7894,TV,Electronics,London,China,52.727977,-1.882169,35.86166,104.195397
3950,Washing Machine,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
2,Laptop,Computers,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
6374,Laptop,Computers,New York,India,40.712775,-74.005973,20.593684,78.96288
7978,Washing Machine,Appliance,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
5057,TV,Electronics,Shanghai,India,31.230416,121.473701,20.593684,78.96288
4085,TV,Electronics,Shanghai,India,31.230416,121.473701,20.593684,78.96288
8101,Smartphone,Mobile,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
7229,TV,Electronics,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
3734,Smartphone,Mobile,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
4929,Smartphone,Mobile,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
2443,Microwave,Appliance,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
7974,Smartphone,Mobile,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
9950,Headphone,Electronics,Dhaka,India,23.804093,90.415238,20.593684,78.96288
4427,Washing Machine,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
1034,Headphone,Electronics,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
6906,Microwave,Appliance,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
5429,Refrigerator,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
4756,Headphone,Electronics,New York,India,40.712775,-74.005973,20.593684,78.96288
6746,Washing Machine,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
8855,Microwave,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
9702,Washing Machine,Appliance,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
5468,Laptop,Computers,London,Germany,52.727977,-1.882169,51.165691,10.451526
9284,Washing Machine,Appliance,New York,Germany,40.712775,-74.005973,51.165691,10.451526
2919,Headphone,Electronics,London,USA,52.727977,-1.882169,38.794595,-106.534838
475,Refrigerator,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
6081,Headphone,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
2440,Laptop,Computers,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
7250,Washing Machine,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
711,Refrigerator,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
4713,Refrigerator,Appliance,New York,USA,40.712775,-74.005973,38.794595,-106.534838
178,Laptop,Computers,London,USA,52.727977,-1.882169,38.794595,-106.534838
5735,TV,Electronics,London,USA,52.727977,-1.882169,38.794595,-106.534838
4364,Microwave,Appliance,New York,USA,40.712775,-74.005973,38.794595,-106.534838
3032,Air Conditioner,Appliance,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
3069,Headphone,Electronics,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
8371,TV,Electronics,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
5272,Washing Machine,Appliance,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
8319,Air Conditioner,Appliance,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
3988,Refrigerator,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
736,Air Conditioner,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
4333,Refrigerator,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
3891,Air Conditioner,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
7650,Refrigerator,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
7154,Air Conditioner,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
1161,Laptop,Computers,Shanghai,China,31.230416,121.473701,35.86166,104.195397
1803,TV,Electronics,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
9749,Headphone,Electronics,London,China,52.727977,-1.882169,35.86166,104.195397
4054,Refrigerator,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
4816,Refrigerator,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
7225,Air Conditioner,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
6490,Washing Machine,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
4829,Refrigerator,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
3675,Headphone,Electronics,Mumbai,India,19.075984,72.877656,20.593684,78.96288
5558,Headphone,Electronics,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
5405,TV,Electronics,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
7432,Smartphone,Mobile,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
6534,Air Conditioner,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
3348,Air Conditioner,Appliance,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
5749,Headphone,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
2227,Smartphone,Mobile,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
7999,Microwave,Appliance,Dhaka,China,23.804093,90.415238,35.86166,104.195397
2872,Headphone,Electronics,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
3181,Air Conditioner,Appliance,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
9713,Headphone,Electronics,Dhaka,India,23.804093,90.415238,20.593684,78.96288
5312,Headphone,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
3895,Air Conditioner,Appliance,New York,India,40.712775,-74.005973,20.593684,78.96288
9990,Washing Machine,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
941,Refrigerator,Appliance,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
8484,TV,Electronics,New York,India,40.712775,-74.005973,20.593684,78.96288
4667,Microwave,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
5910,Microwave,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
8434,Air Conditioner,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
1450,Smartphone,Mobile,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
3074,Air Conditioner,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
2891,Smartphone,Mobile,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
8138,Headphone,Electronics,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
8755,Headphone,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
7298,Microwave,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
6607,Smartphone,Mobile,Mumbai,China,19.075984,72.877656,35.86166,104.195397
3500,Washing Machine,Appliance,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
9339,Microwave,Appliance,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
8973,Washing Machine,Appliance,Mumbai,India,19.075984,72.877656,20.593684,78.96288
4651,Air Conditioner,Appliance,Mumbai,India,19.075984,72.877656,20.593684,78.96288
6532,TV,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
2779,Headphone,Electronics,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
9468,Smartphone,Mobile,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
5714,Air Conditioner,Appliance,Dhaka,China,23.804093,90.415238,35.86166,104.195397
8084,Washing Machine,Appliance,London,China,52.727977,-1.882169,35.86166,104.195397
6291,Laptop,Computers,London,Germany,52.727977,-1.882169,51.165691,10.451526
1722,TV,Electronics,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
3205,TV,Electronics,New York,China,40.712775,-74.005973,35.86166,104.195397
8056,TV,Electronics,New York,Germany,40.712775,-74.005973,51.165691,10.451526
4723,Headphone,Electronics,Mumbai,India,19.075984,72.877656,20.593684,78.96288
6297,TV,Electronics,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
6490,TV,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
7742,Washing Machine,Appliance,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
8482,Smartphone,Mobile,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
955,Laptop,Computers,Mumbai,China,19.075984,72.877656,35.86166,104.195397
7504,Air Conditioner,Appliance,Berlin,India,52.520007,13.404954,20.593684,78.96288
7735,Washing Machine,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
7526,Washing Machine,Appliance,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
4265,Microwave,Appliance,New York,USA,40.712775,-74.005973,38.794595,-106.534838
8345,Headphone,Electronics,Shanghai,India,31.230416,121.473701,20.593684,78.96288
515,Microwave,Appliance,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
6091,Refrigerator,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
6148,Air Conditioner,Appliance,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
275,Washing Machine,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
3800,Headphone,Electronics,London,USA,52.727977,-1.882169,38.794595,-106.534838
3982,TV,Electronics,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
3357,Microwave,Appliance,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
5788,Air Conditioner,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
9327,TV,Electronics,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
7345,Smartphone,Mobile,New York,India,40.712775,-74.005973,20.593684,78.96288
4302,Microwave,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
767,Refrigerator,Appliance,London,China,52.727977,-1.882169,35.86166,104.195397
4097,Microwave,Appliance,Shanghai,China,31.230416,121.473701,35.86166,104.195397
7179,Smartphone,Mobile,Mumbai,China,19.075984,72.877656,35.86166,104.195397
7676,Refrigerator,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
5963,Headphone,Electronics,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
4897,Air Conditioner,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
8082,Laptop,Computers,London,India,52.727977,-1.882169,20.593684,78.96288
6494,Microwave,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
3608,Refrigerator,Appliance,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
9632,Laptop,Computers,Mumbai,China,19.075984,72.877656,35.86166,104.195397
2130,Laptop,Computers,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
7378,Smartphone,Mobile,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
2986,Headphone,Electronics,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
8645,TV,Electronics,London,Germany,52.727977,-1.882169,51.165691,10.451526
5000,Air Conditioner,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
1627,Smartphone,Mobile,Dhaka,India,23.804093,90.415238,20.593684,78.96288
7407,Air Conditioner,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
985,Refrigerator,Appliance,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
7871,Laptop,Computers,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
1460,Smartphone,Mobile,London,India,52.727977,-1.882169,20.593684,78.96288
7964,Refrigerator,Appliance,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
8881,Laptop,Computers,Shanghai,China,31.230416,121.473701,35.86166,104.195397
8162,Air Conditioner,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
726,Laptop,Computers,Dhaka,India,23.804093,90.415238,20.593684,78.96288
9246,Refrigerator,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
5038,Washing Machine,Appliance,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
2311,Smartphone,Mobile,London,China,52.727977,-1.882169,35.86166,104.195397
7196,Headphone,Electronics,New York,USA,40.712775,-74.005973,38.794595,-106.534838
5979,Laptop,Computers,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
4997,Washing Machine,Appliance,Dhaka,China,23.804093,90.415238,35.86166,104.195397
9237,TV,Electronics,Berlin,China,52.520007,13.404954,35.86166,104.195397
4734,Laptop,Computers,Mumbai,India,19.075984,72.877656,20.593684,78.96288
9439,Laptop,Computers,New York,Germany,40.712775,-74.005973,51.165691,10.451526
4587,Headphone,Electronics,New York,India,40.712775,-74.005973,20.593684,78.96288
282,Air Conditioner,Appliance,Mumbai,Germany,19.075984,72.877656,51.165691,10.451526
2678,Headphone,Electronics,London,USA,52.727977,-1.882169,38.794595,-106.534838
6660,Washing Machine,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
1451,TV,Electronics,Shanghai,China,31.230416,121.473701,35.86166,104.195397
3193,TV,Electronics,Shanghai,China,31.230416,121.473701,35.86166,104.195397
6483,Smartphone,Mobile,Mumbai,USA,19.075984,72.877656,38.794595,-106.534838
5604,Washing Machine,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
9951,Washing Machine,Appliance,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
6848,Smartphone,Mobile,Berlin,India,52.520007,13.404954,20.593684,78.96288
5958,TV,Electronics,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
9811,Laptop,Computers,London,Germany,52.727977,-1.882169,51.165691,10.451526
8146,Air Conditioner,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
4827,Washing Machine,Appliance,London,Brazil,52.727977,-1.882169,-14.235004,-51.92528
3582,TV,Electronics,Shanghai,India,31.230416,121.473701,20.593684,78.96288
2676,Washing Machine,Appliance,Mumbai,India,19.075984,72.877656,20.593684,78.96288
44,Air Conditioner,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
6006,TV,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
9309,Microwave,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
3028,Microwave,Appliance,Berlin,India,52.520007,13.404954,20.593684,78.96288
7101,Refrigerator,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
9336,Laptop,Computers,New York,China,40.712775,-74.005973,35.86166,104.195397
1002,Smartphone,Mobile,Mumbai,China,19.075984,72.877656,35.86166,104.195397
2584,Microwave,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
271,Washing Machine,Appliance,Shanghai,Germany,31.230416,121.473701,51.165691,10.451526
2316,TV,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
1205,Air Conditioner,Appliance,Shanghai,India,31.230416,121.473701,20.593684,78.96288
9762,Microwave,Appliance,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
2285,Washing Machine,Appliance,Berlin,China,52.520007,13.404954,35.86166,104.195397
1086,Air Conditioner,Appliance,Mumbai,India,19.075984,72.877656,20.593684,78.96288
9302,Headphone,Electronics,New York,Brazil,40.712775,-74.005973,-14.235004,-51.92528
2903,Headphone,Electronics,Dhaka,USA,23.804093,90.415238,38.794595,-106.534838
8577,TV,Electronics,Shanghai,China,31.230416,121.473701,35.86166,104.195397
3842,Smartphone,Mobile,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
2354,Microwave,Appliance,New York,USA,40.712775,-74.005973,38.794595,-106.534838
3169,Air Conditioner,Appliance,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
7196,Laptop,Computers,Shanghai,China,31.230416,121.473701,35.86166,104.195397
573,Microwave,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
5512,Headphone,Electronics,Dhaka,Brazil,23.804093,90.415238,-14.235004,-51.92528
7737,Laptop,Computers,New York,Brazil,40.712775,-74.005973,-14.235004,-51.92528
8738,Laptop,Computers,Shanghai,China,31.230416,121.473701,35.86166,104.195397
7556,Laptop,Computers,Berlin,China,52.520007,13.404954,35.86166,104.195397
5723,Refrigerator,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
8432,Refrigerator,Appliance,New York,Brazil,40.712775,-74.005973,-14.235004,-51.92528
4527,Refrigerator,Appliance,London,Germany,52.727977,-1.882169,51.165691,10.451526
8204,Headphone,Electronics,Dhaka,India,23.804093,90.415238,20.593684,78.96288
5706,Smartphone,Mobile,Mumbai,Brazil,19.075984,72.877656,-14.235004,-51.92528
8967,Laptop,Computers,New York,USA,40.712775,-74.005973,38.794595,-106.534838
6704,Microwave,Appliance,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
4505,Smartphone,Mobile,Dhaka,Germany,23.804093,90.415238,51.165691,10.451526
4933,Laptop,Computers,London,Germany,52.727977,-1.882169,51.165691,10.451526
8176,TV,Electronics,Dhaka,China,23.804093,90.415238,35.86166,104.195397
314,Laptop,Computers,London,India,52.727977,-1.882169,20.593684,78.96288
8277,Refrigerator,Appliance,New York,China,40.712775,-74.005973,35.86166,104.195397
5092,Refrigerator,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
8905,Refrigerator,Appliance,London,USA,52.727977,-1.882169,38.794595,-106.534838
7166,Washing Machine,Appliance,New York,India,40.712775,-74.005973,20.593684,78.96288
3996,Headphone,Electronics,Berlin,China,52.520007,13.404954,35.86166,104.195397
5632,Refrigerator,Appliance,London,China,52.727977,-1.882169,35.86166,104.195397
1728,Laptop,Computers,London,USA,52.727977,-1.882169,38.794595,-106.534838
2742,Headphone,Electronics,Dhaka,China,23.804093,90.415238,35.86166,104.195397
4751,Smartphone,Mobile,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
6549,TV,Electronics,Shanghai,Brazil,31.230416,121.473701,-14.235004,-51.92528
3596,Headphone,Electronics,Berlin,India,52.520007,13.404954,20.593684,78.96288
1454,Air Conditioner,Appliance,London,India,52.727977,-1.882169,20.593684,78.96288
6983,Smartphone,Mobile,London,India,52.727977,-1.882169,20.593684,78.96288
6562,Smartphone,Mobile,New York,China,40.712775,-74.005973,35.86166,104.195397
2146,Microwave,Appliance,Mumbai,China,19.075984,72.877656,35.86166,104.195397
7139,Smartphone,Mobile,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
3287,Washing Machine,Appliance,Shanghai,USA,31.230416,121.473701,38.794595,-106.534838
3610,Microwave,Appliance,Berlin,Germany,52.520007,13.404954,51.165691,10.451526
2632,Laptop,Computers,London,China,52.727977,-1.882169,35.86166,104.195397
5385,Refrigerator,Appliance,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
7678,Smartphone,Mobile,Berlin,Brazil,52.520007,13.404954,-14.235004,-51.92528
1396,Air Conditioner,Appliance,Berlin,USA,52.520007,13.404954,38.794595,-106.534838
8403,Headphone,Electronics,Shanghai,China,31.230416,121.473701,35.86166,104.195397
2171,Washing Machine,Appliance,London,China,52.727977,-1.882169,35.86166,104.195397
